Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam,File
ta χuı̯eɣət ɔ̄s.,0,A,V,ta,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta χuı̯eɣət,0,A,V,ta,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akwērt mēŋkw ɔ̄ı̯ka suiti.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
" - āɣikwe, ul'a tuꞩteln!",1,AP,PV,NoPtcl,npst,imp,none,pfv,H,sg,barenp,ref,sp,uniq,sap,I,sg,barenp,uniq,sp,uniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"χuntleı̮ɣ, eɣe, ",0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
sɔ̄wal loχenəl ta kwalapame suiti.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ul'a ta tuꞩtuwes.,X,P,PV,ta,pst,ind,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tan ɔ̄s nɔŋχ takwalsət.,0,A,AV,ta,pst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"nɔŋχ kwalsət, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta ɔ̄leɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akw ērt ta χɔ̄tɒlɒ:s.,0,A,V,ta,pst,ind,none,pfv,,,,,,,,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akw ērt m̄eŋkw ɔ̄ı̯ka lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"āɣikwe, ı̯alen, minən, ",0,A,V,NoPtcl,npst,imp,none,pfv,H,sg,barenp,fam,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
lāwi:,0,A,V,NoPtcl,npst,ind,none,pfv,,,,,,,,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"- ı̯aɣpı̮ɣan, tı̮ɣ wowen.",1,A,PV,NoPtcl,npst,imp,none,pfv,H,sg,barenp,top,sp,uniq,sap,H,pl,possnp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ti totimutkweı̮ɣ ti χɔ̄tal χottal' totipeı̯aɣuw.,1,AP,PV,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,sap,H,du,barenp,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ta taχas, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ı̯aɣpı̮ɣane totuŋkwe ta taχɒs.,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"akw ērt ti totipawesət, ",X,P,V,ti,pst,ind,none,pfv,,,,,,,,H,pl,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ti ꞩaltlı̮ɣtasət.,0,A,V,ti,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
lāweɣt:,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
 -naŋ A145totamutaɣən ti χɔ̄tal maı̯ χotum wariı̯aɣuw̯,1,AP,PV,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,sap,H,du,possnp,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
{manau̯n} maı̯eı̯n!,1,AP,V,NoPtcl,npst,imp,none,pfv,H,sg,zero,act,sp,uniq,sap,H,du,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mis χum lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"-atim, at mı̮ɣaɣŭm.",1,AP,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,sap,H,du,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
" -āt'i, lāweɣt, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"man kātuu̯n pateı̯ɣ,",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
 tēɣaɣuw.,1,AP,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,H,du,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ı̯a ań ta χumı̮ɣ piluŋkwe ta patsı̮ɣ.,0,INF-A,APV,ta,pst,ind,none,pfv,H,du,demnp,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań sāt mēŋkw konn ta minasət,0,A,AV,ta,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
-kun ı̯irχatne kan wāruŋkwe ēri!,0,INF-A,AV,NoPtcl,npst,ind,none,npfv,,,,,,,,I,sg,barenp,typid,sp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ul'ı̯iu̯ sāɣruŋkwe ēri.,0,INF-A,AV,NoPtcl,npst,ind,none,npfv,,,,,,,,I,sg,barenp,typid,sp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
kan ta wāreɣt.,1,A,PV,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"kan wārsət,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ul'ı̯iu̯ sāɣresət.,1,A,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,ref,sp,nuniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
wārim utət nɔŋχ taɣtalawesət.,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,pl,barenp,ref,nonsp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"an mis χum, ɔs χumı̮ɣ kon ta {kanna} wowwesət.",X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,H,pl,barenp,fam,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"tuu̯ minasət, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"elanuu̯ ı̯ol tuu̯ ta ūntsət, ",0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tot ta ūnleɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta sunseɣt: ,X,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
sar manər wāreɣt.,1,A,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akw ērt sālitti pɔ̄swesət.,X,P,PV,ti,pst,ind,none,pfv,,,,,,,,A,pl,barenp,ref,sp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ı̯ir sāli puw̯uŋk-|we ta patsət.,0,A,PV,ta,pst,ind,none,pfv,,,,,,,,A,pl,barenp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ı̯ir sāli, sāt sāli pūwwes.",X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,pl,barenp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
neı̮ɣwesət.,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,A,pl,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
kan ōwəln tuw̯ ta neı̮ɣwesət.,X,P,V,ta,pst,ind,none,pfv,,,,,,,,A,pl,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ı̯a ta, ı̯anı̮ɣ mań pı̮-|ɣanəl saŋku̯ltaŋkwe ta pats.",0,INF-A,APV,ta,pst,ind,none,pfv,H,sg,possnp,ref,sp,uniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta sāŋkwəlti.,X,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"mir susne χum tān ta sāŋkwəlti, ",1,A,PV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta wow{w}awe.,X,P,V,ta,npst,ind,none,npfv,,,,,,,,H,sg,zero,uniq,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ta tāne ɔ̄ı̯iɣpɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
" ı̯ol poı̯ltaste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań pupı̮ɣ ta ı̯inete suiti.,0,A,AV,ta,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"loŋańꞩap, ꞩil suiteɣt. ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,barenp,typid,sp,nuniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akw ert ti neı̮ɣlapɒs.,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ı̯oχtəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
kan muwɒl ta ı̯ɔ̄ŋχi.,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
sāt ꞩos ı̯ɔ̄ŋχɒs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"sāt ꞩos ı̯ɔŋχɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"tuwəl ńila oln āni unttuwes,",X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,pl,barenp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań luu̯ tuu̯ ta l'ul's.,0,A,AV,ta,pst,ind,none,pfv,A,sg,barenp,ref,sp,uniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tuu̯ ta rottumlawəs.,0,P,V,ta,pst,ind,none,pfv,,,,,,,,A,sg,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ɔχsar sou̯ tuu̯ ta χɔsɣawet, ",X,P,PV,ta,npst,ind,none,npfv,,,,,,,,A,pl,barenp,ref,sp,nuniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tuu̯ ta tāɣatawēt.,X,P,V,ta,npst,ind,none,npfv,,,,,,,,A,pl,zero,top,sp,nuniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
M.SX tau̯ ta tāɣəltawe. ,X,P,PV,ta,npst,ind,none,npfv,,,,,,,,H,sg,barenp,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ań taı̯ maɣəs ta sawit miwe, ",X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,I,mass,demnp,ref,sp,nuniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
MSX{ta χumı̮ɣ} wos mı̮-|ɣaɣe.,1,AP,APV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,du,demnp,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tau̯ luu̯ siset ta ūnli.,0,A,AV,ta,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
an saŋkwəltan χum ɔs ta saŋkwəlti.,X,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta pal aꞩ u̯ou̯u̯aw̯e ,X,P,PV,NoPtcl,npst,ind,none,npfv,,,,,,,,H,sg,barenp,uniq,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
aku̯ ert ɔ̄s ti ı̯oχtəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s ta ı̯ɔŋχi.,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
kan muwal sāt ꞩos ı̯ɔ̄ŋχɒs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
an ɔ̄s oln anat ūnttuwesət.,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,pl,barenp,ref,sp,nuniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
luu̯e tuu̯ tu l'ul'i,0,A,AV,ta,npst,ind,none,pfv,A,sg,possnp,ref,sp,uniq,weak,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
l'āɣlane – kātane oln anat kiwərn tuu̯ ta l'ul's.,0,A,V,ta,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s ta miwe.,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ɔ̄s ńɔ̄χsəl, ɔ̄χsarəl taɣataw̯e.",X,P,V,NoPtcl,npst,ind,none,npfv,,,,,,,,H,sg,zero,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tau̯ luu̯ sis ta ūnli.,0,A,AV,ta,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
tau̯ ta poı̯təltawes,0,P,PV,ta,pst,ind,none,pfv,,,,,,,,A,sg,pron,top,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań saŋkwəltane χum ɔs χul' ɔ̄tər saŋkwəlti ,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,H,sg,barenp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta ti wowi.,0,A,V,ti,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mana χɔ̄sa saŋkwəlti ,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ta nēı̯ɣlapɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
χurum χārəl kērim ti nēı̯ɣlapɒs.,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s ti ı̯oχtəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s ti ı̯ɔ̄ŋχi.,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s sāt ꞩus ı̯ɔ̄ŋχəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
 ı̯ol ta nēɣəste.,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mēŋkwət palt tuu̯ ta minas.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"M.SX luu̯ sisnəl ı̯ol porı̮ɣmas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"T.P.A.ꞩ ɔs ı̯ol porı̮ɣmas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄s tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akwan ūntsət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
potərteɣt.,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań χumı̮ɣ wowaweı̮ɣ.,X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,H,du,barenp,fam,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mēŋkwət lāweɣt ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
-maı̯eɣēn!,1,AP,V,NoPtcl,npst,imp,none,pfv,H,pl,zero,act,sp,uniq,strg,H,du,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
T.P.A. kastəl at mı̮ɣ.,X,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"at rɔ̄u̯i, lāwi, ",0,A,V,NoPtcl,npst,ind,neg,npfv,,,,,,,,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
at mı̮ɣuu̯.,X,A,V,NoPtcl,npst,ind,neg,pfv,H,pl,zero,top,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
M.SX. lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"-āt'im, mat pors, wos tēweı̮ɣ!",X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,H,du,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mı̮ɣaɣuu̯.,1,AP,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,sap,H,du,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań tan sāŋkwəltane χumı̯anəl ta sāŋkwəlti.,X,A,AV,ta,npst,ind,none,npfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
mis χum ɔ̄s χumı̮ɣ ēln ta ūnleɣt.,0,A,AV,ta,npst,ind,none,npfv,H,pl,barenp,fam,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"ti χūntleɣt, ",0,A,V,ti,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
manər wareɣt.,1,A,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,U,abst,npron,undef,nonsp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
akw ērt mis χum lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
-nēnan am {at} mı̮ɣaɣum!,1,AP,PAV,NoPtcl,npst,ind,neg,pfv,H,sg,pron,top,sp,uniq,sap,H,du,pron,act,sp,uniq,sap,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
man taχ matər wārew {ta warew},1,A,APV,ta,npst,ind,none,pfv,H,pl,pron,top,sp,uniq,sap,U,abst,npron,undef,nonsp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
uꞩa kartlaχtew.,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,pron,top,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ań elmχolasaɣe nupəl sar lāwi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
pupı̮ɣ ɔ̄ńꞩiı̯en man āti?,1,A,PV,NoPtcl,npst,ind,quest,npfv,H,du,pron,top,sp,uniq,sap,H,sg,barenp,typid,nonsp,nuniq,nfam,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"mēn, laweı̮ɣ, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
ɔ̄ńꞩimen.,X,A,AV,NoPtcl,npst,ind,none,npfv,H,du,pron,top,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"χumı̮ɣ nēn ɔ̄ꞩnēn, ",X,A,AV,NoPtcl,npst,evid,none,npfv,H,du,barenp,act,sp,uniq,sap,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
wowiluw.,1,AP,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"mis χum kwalupɒs, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
saŋkwəltan mēŋkw palt ta χāı̯tɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
saŋkwəl- | tap ta ńartumtaste.,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,weak,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
sāŋkwəltap ńartŭm tawe mus mēŋkw ta raɣatɒs.,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
χumı̯aɣe palt tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
"χumı̯aɣe palt tuu̯ ta ūntəs, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_UpperLozva_Chernetsov_50_2_final.xlsx - Full.csv
